TNS_name Classification RA(deg) Dec(deg) gal_PGC_num gal_RA(deg) gal_Dec(deg) z_hel z_hel_err z_flag
20uyg Ia 93.829667 -29.319261 148564 93.83087083333334 -29.314325 0.04808993560471759 0.00015010384283916842 spu
21koq Ia 274.00425 6.751769 61661 274.01101666666665 6.7468111111111115 0.020526867290303882 1.1007615141539018e-05 spu
19bse Ia 141.51045898333 18.940155716667 9005005 141.51051271 18.94021709 0.0284264 None sp
22rhm Ia 39.4278152 26.0075876 None 39.4277102 26.00760158 None None n
21aaqc Ia 297.8095727 -7.0964392 9005095 297.8075085 -7.09852 None None n
20zfj Ia 14.974202057143 -17.264065714286 9005089 14.97455 -17.26392 0.09255272836147911 5.199106289238697e-07 spu
20aafx Ia 86.451976211111 9.5020111444444 9005029 86.45152 9.50138 0.058458552551646586 None sp
19kai Ia 359.568958 27.946511 73086 359.56798333333336 27.948091666666667 0.040292 0.015 pu
19kcv Ia 216.43574294615 -3.2330263076923 1074290 216.4390125 -3.2308611111111114 0.0730138447979235 0.0002902007628223923 spu
20jol Ia 156.838125 0.422169 3114884 156.83781666666667 0.4222666666666667 0.021702680725877367 1.3342563807926084e-06 spu
23fil Ia 149.8500636 -5.3978355 None None None None None None
22rkc Ia 30.5550723 31.69522 None 30.553125 31.695255 0.07162937353684633 1.5928952961513643e-07 spu
20mga Ia 278.87542032857 36.592319414286 9005045 278.87437 36.58997 None None n
20vdz Ia 129.316875 -5.923789 152945 129.31759625 -5.921346944444445 0.04085493037986967 0.00014343256093520538 spu
20zpe Ia 74.01575 -25.151111 782111 74.01445833332998 -25.1515 0.05873099999999999 0.015 pu
19bsp Ia 141.36175 58.3142 9005006 141.3632 58.31405 None None n
21kax Ia 194.960700691 22.7232917924 4350197 194.9607125 22.72367222222222 0.07255113796810607 3.4032771851350008e-06 spu
21biz Ia 184.1448112 33.5265313 39329 184.1404 33.52207 0.021815091825959147 0.00014343256093520538 spu
20tqn Ia 47.24175 15.173261 9005056 47.24062 15.17296 0.0790932 None sp
20uye Ia 24.3304499277 4.80194699624 1273482 24.33088 4.80195 0.05842350001828025 2.8137919183685023e-06 spu
19obt Ia 5.1442202941176 5.7550457882353 1288570 5.14546 5.75417 0.05600874722472171 1.3342563807926082e-05 spu
22syq Ia 1.9159989922 12.2630341791 9005188 1.9149144 12.2606772 0.09643544605205695 2.0547244084942462e-05 spu
21caf Ia 122.12955023333 -17.249824944444 9005104 122.12952 -17.24985 None None n
20nbo Ia 239.558958 18.102789 None None None None None None
22sue Ia 246.6309207 25.8933216 1754050 246.6290166677 25.8945944982 0.04996790146068318 1.3342563807926082e-05 spu
19oml Ia 45.0844949917 18.7436121626 11355 45.08321625 18.741979444444446 0.03299982950204838 1.4009691998322387e-05 spu
21xzl Ia 346.038713847 -6.42054060334 1033041 346.0400275 -6.421835000000001 0.04467757491084049 0.0001300899971272793 spu
19ata Ia 153.544917 -35.160889 4076039 153.555221936332 -35.1592472782098 0.02976392421453111 0.0001300899971272793 spu
23eyt Ia 220.4140618 36.6510761 None None None None None None
20yvg Ia 307.72892601429 19.337994085714 9005083 307.73 19.33972 0.0901502965965792 6.998805543251274e-06 spu
19vuh Ia 51.6765581452 -23.4988033714 176183 51.67046 -23.49617 0.03629377494213013 0.00011441248465296614 spu
20yzs Ia 19.0088450587 -10.8644572025 3099605 19.00756 -10.85874 0.06721316518242765 2.6685127615852164e-05 spu
20unl Ia 98.950417 55.711081 2511708 98.94912 55.7105 0.04163640153035003 2.8250239492502716e-07 spu
20pst Ia 18.300167 2.283839 212683 18.298745833333335 2.283822222222222 0.046035180778296964 0.0001934671752149282 spu
19dfa Ia 149.749375 17.818719 28838 149.75094 17.81714 0.025459279565998957 2.2015230283078036e-05 spu
22qye Ia 323.383667 28.812619 1846739 323.38145833333 28.812444444439997 0.04334161615235741 2.7285527533227327e-06 spu
20uwo Ia 356.294167 -25.822369 774659 356.29329 -25.82356 0.05303669113650618 0.00010006922855944561 spu
20kpx Ia 234.542292 4.780669 55656 234.54444166666667 4.7804038888888885 0.022909182058209084 5.670589618368585e-06 spu
19spa Ia 47.134270945 -10.0407956601 9005024 47.13441 -10.04151 0.03207433493092018 0.0341544 sp
22nag Ia 271.252717 9.479958 61374 271.25258333333 9.481 0.02066096005657354 0.00020680973902285427 spu
22B Ia 153.660472819 -0.825595238586 29889 153.6648272391 -0.8309095625 0.04902057943032043 1.0006922855944561e-05 spu
19ibd Ia 325.44252985 7.20265770321 3948214 325.44270833333 7.20258333333 None None n
21yrf Ia 54.667583 38.021589 13428 54.67196219718 38.022481696069995 0.01654477912182834 3.535779409100412e-05 spu
19bgt Ia 138.0261107 15.91012 1496233 138.02693666666667 15.912539166666667 0.07158619047047542 1.3342563807926082e-05 spu
21bpn Ia 134.873253828 -2.92710142313 9005100 134.87319 -2.92685 0.059856 0.036083 sp
22yz Ia 35.353175969 30.1326303615 9005194 35.3517668 30.1332638 None None n
20tdy Ia 252.841324 7.8616083 59121 252.84029 7.86219 0.043306314678665095 1.973771954620618e-06 spu
20zjn Ia 77.036557922222 10.383789366667 9005092 77.03489 10.38409 0.038973 0.034396300000000005 sp
21bsf Ia 181.516834213 20.537031787 5075507 181.51666666666668 20.536666666666665 0.023723078450492575 2.6685127615852164e-05 spu
19bsu Ia 255.780476154 27.9454215385 None 255.78039266 27.94503073 0.06306304635177042 9.576765742605464e-06 spu
21aadr Ia 159.81090068 20.298382760000003 31674 159.80903107 20.29902952 None None n
20qlr Ia 262.220417 57.918119 9005051 262.22192 57.91773 0.06486691421876593 3.2959793548892335e-06 spu
21j Ia 186.612544421 31.2223756347 40692 186.6362978682 31.211908090700003 0.0024450248178024547 3.0020768567833688e-05 spu
21bkw Ia 215.306725926 20.7149971176 1634284 215.30632083333333 20.714891666666666 0.018192252188012015 1.3676127903124233e-05 spu
21cbx Ia 109.803167 56.532089 9005105 109.80109 56.53395 0.080587 None sp
21cac Ia 148.772803447 -15.0093202197 9005103 148.77356 -15.00955 0.06410688994078254 None sp
21abza Ia 277.9046219125 30.91029305 9005096 277.90403357 30.90954605 0.0344900308644551 4.515586853281323e-06 spu
23gwx Ia 296.13931785 5.35828935 None 296.1395670103433 5.357904524935816 None None n
19one Ia 31.09978786 3.18681441796 9005022 31.1010556 3.1872876 0.0763825624008605 1.2338346621551533e-06 spu
19omi Ia 57.249125 0.926919 13895 57.24839 0.92597 0.03578809177380973 1.8679589331096515e-05 spu
20buy Ia 196.043619928 -4.53443620916 9005031 196.04338 -4.53407 0.09036782 None sp
20ywf Ia 348.440437266 14.918973126 9005085 348.44022 14.91859 0.08164277027341674 None sp
20yvu Ia 345.249458 40.9106 9005084 345.25279 40.90958 0.01686029352139923 2.0623027195652843e-06 spu
20ytj Ia 346.018375 20.28475 3974382 346.01854 20.28517 0.063152 1.0 sp
22son Ia 323.2190594 -6.1785311 None 323.21934143075003 -6.17855329293 None None n
20yzv Ia 50.3620393492 3.60652430232 9005087 50.36084 3.60677 0.0641256 0.0360742 sp
19xvx Ia 213.037 -4.120411 1062602 213.03696 -4.11972 0.05449770187347408 0.00016678204759907602 spu
20ees Ia 201.813292 32.033619 47131 201.8202 32.03071 0.024378865461652143 6.671281903963041e-06 spu
22trc Ia 18.7628927 14.085601 4131171 18.7628465544 14.0858017966 None None n
19ons Ia 328.521042 -16.159519 67607 328.52242 -16.15906 0.03678611554664261 0.00013075712531767562 spu
20kru Ia 288.899596288 53.3393045972 2438264 288.9002 53.33908 0.027117757018971813 5.443688009509548e-06 spu
21ddh Ia 129.871319813 -1.40805856756 1119309 129.87125 -1.4091666666666667 0.04947822501732919 0.015 sp
19fkv Ia 307.777957778 8.73951666667 None 307.777957778 8.73951666667 0.055353 None sp
22P Ia 121.194077445 -3.58719147836 180504 121.19252133 -3.58701049 0.05280319626986747 0.0001300899971272793 spu
22nbn Ia 332.8557092 -16.6100781 895963 332.85658333333 -16.61002777778 0.0451491888941803 1.144382897572821e-06 spu
19gcj Ia 163.7759561 57.6489345 2569372 163.77499 57.65051 0.04616193513447227 6.671281903963041e-06 spu
22nab Ia 279.741214234 48.3846687497 None 279.7411748030263 48.38467062000566 None None n
19yfu Ia 191.401498428 1.18360934272 1186984 191.402 1.181413888888889 0.08449845659559588 1.3342563807926082e-05 spu
20add Ia 155.009390681 6.63179354225 1304497 155.00883 6.63078 0.10853174965462274 1.6678204759907602e-05 spu
20oil Ia 268.604958 15.618011 61077 268.60521 15.61869 0.040023 0.015 pu
21pyz Ia 289.049642239 45.148508518 9005141 289.04878045 45.14862256 0.061413132005499846 4.94794034045648e-06 spu
20zgh Ia 18.9726354634 0.0160018244229 4761672 18.97242 0.01581 0.047491 0.0366176 sp
20til Ia 341.789253327 -5.59142745857 1042784 341.79067 -5.59104 0.060527 0.015 pu
21iai Ia 205.87809639 9.6234083465 1367677 205.87958333333333 9.621441666666668 0.06973157410117369 6.671281903963041e-06 spu
20tfc Ia 334.253350124 30.6558521669 3959667 334.25341666667 30.65588888889 0.054520000000000006 0.015 pu
21aceu Ia 19.017083 37.648194 4579 19.01738536 37.64856999 0.03034432574017589 0.0001634464066470945 spu
19wqd Ia 218.2942912 6.0635603 4114972 218.29512 6.06342 0.05522487160100606 6.671281903963041e-06 spu
22yuj Ia 117.546603333 37.4478583333 None 117.5458222625 37.4470237807 0.076128 0.000181 spu
22ucj Ia 67.7131283333 -16.306125 15349 67.71786995433 -16.3064707451 0.031328339821010444 2.0013845711889123e-05 spu
19eok Ia 256.381929177 12.5684260002 9005012 256.38296551 12.56876901 0.04634035063997714 1.7767071256481748e-05 spu
21gad Ia 231.5165918 36.3231198 2078675 231.51675678080002 36.323057754299995 0.06072399999999999 0.015 pu
21ill Ia 139.938917 -30.877989 None 139.939 -30.87797 0.05556501205661148 1.00144511972107e-05 spu
20xqr Ia 67.7126808765 9.06851422204 9005078 67.71283 9.06893 0.06047194856880595 2.6994628232711315e-06 spu
19bgs Ia 240.842167 27.498469 4487401 240.8427041386 27.498575602800003 0.0768543405851095 1.577153404470899e-05 spu
23hro Ia 190.944237273 -20.1582018182 42840 190.946167 -20.155485000000002 0.027298885551016765 0.00012008307427133475 spu
20vex Ia 39.1907405 20.554039866667 None 39.18890301 20.55458718 None None n
21pzt Ia 12.665502351 38.3215566076 9005142 12.6655142 38.3215282 0.07595614099153382 7.115845608446358e-07 spu
20jwl Ia 274.6636645 19.18990895 1583731 274.66291666666666 19.19472222222222 0.06604600000000001 0.015 pu
20swy Ia 20.9815 -38.013761 5121 20.980675 -38.01211111111111 0.03200747631883388 0.00010640694636821049 spu
19iml Ia 262.822333 36.45065 60431 262.82412 36.44289 0.04944754147217406 3.6692050471796725e-05 spu
20nlb Ia 186.35075 18.20355 40515 186.35045083333 18.19148694444 0.002397325152189119 3.569135818620227e-05 spu
20wap Ia 13.465514874 -18.3108860523 9005072 13.46554 -18.30984 0.10024122525312838 2.9697757417332382e-06 spu
23gxc Ia 201.57966635 1.54142525 1198022 201.58 1.5417 0.07770042033545754 0.0002968720447263553 spu
20krw Ia 225.691288175 58.5348085875 9005040 225.69052 58.53503 0.07571644883497536 None sp
22zqu Ia 88.72721 -22.9632275 3705123 88.72666666667 -22.962833333330003 0.089513 1.0 p
20wlw Ia 14.378449075 35.73957575 9005074 14.3787167 35.7398188 None None n
22tra Ia 98.3309346 41.28534355 2178639 98.33608333333 41.28555555556 0.077489 1.0 p
20kku Ia 263.14051208 15.7358797031 3885592 263.13988 15.73619 0.08367103707434971 1.9034556054536855e-06 spu
20wtq Ia 18.2836039353 28.6770039274 None None None None None None
22vsq Ia 345.4752275 43.1696575 9000000 345.476619 43.168522 None None n
22tku Ia 20.6558407 35.8649729 9005192 20.6540813 35.8649701 0.131393 0.037336 pu
20kkc Ia 218.846068622 -13.6540849921 9005038 218.8461403 -13.6538398 None None n
20swx Ia 24.9844004 8.7867959 None None None None None None
19weu Ia 351.138292 5.110931 9005025 351.13790242 5.1125206 0.03247619867645693 None sp
22D Ia 163.981453053 0.417002118367 None 163.98210953 0.41687431 None None n
21wqc Ia 36.601417 -16.670519 895231 36.601417 -16.670519 0.068539 0.015 pu
19gci Ia 189.898190314 45.3771470742 2263962 189.89775416666666 45.37786666666667 0.04692112701514326 1.2675435617529778e-05 spu
22nb Ia 74.062095604 -9.0349386691 9005166 74.06138505 -9.03486168 0.101025 0.0363338 pu
22ba Ia 44.45175 -14.8855 11200 44.45021 -14.88709374 0.030460072481209653 0.00015010384283916842 spu
23hrn Ia 167.146095 4.8144025 None None None None None None
22rkd Ia 239.0995659 12.1323178 1404314 239.099609 12.132265 0.07080565048771174 2.0013845711889123e-05 spu
20tkp Ia 359.544048488 22.7701245689 73077 359.54466 22.77059 0.03479407077011924 1.7345332950303908e-05 spu
22yxy Ia 325.5544848 -19.5421575 None 325.5555474 -19.5413371 0.051105000000000005 0.0346865 pu
22abjn Ia 70.7734166667 -12.45397 None 70.77267781050999 -12.45498447552 None None n
20xsl Ia 32.635914 -11.813246 9005079 32.63577 -11.81323 0.124388 0.0371048 pu
21iov Ia 141.661822388 -7.08712646892 3742233 141.6604625 -7.087425 0.053947321116397134 0.0001300899971272793 spu
20zhd Ia 106.3383367 18.2254995 9005091 106.33762 18.22537 0.07541217 None sp
21yjq Ia 228.751325 17.4007316667 1531862 228.75113696 17.40136603 0.07480008052770962 1.8346025235898363e-05 spu
22edq Ia 197.947698878 17.4608050542 1533337 197.94731 17.46145 0.07177632200473837 1.3342563807926082e-05 spu
20tel Ia 255.858042 35.999669 3876800 255.85725 35.99876 0.060725 0.015 pu
